0.28029028, 0.30553314, -0.45223355, -0.43981495, -0.26655686, 0.40415657, 0.43267325, 0.3985141, 0.292266, 0.30980447, 0.3176032, 0.22787648, 0.34185687, 0.43469188, -0.49576822, 0.2269177, -0.33415958, 0.31407392
0.39201257, 0.34495062, 0.3340492, 0.40695587, 0.4165171, -0.06754292, -0.06684437, -0.12710164, -0.39322534, -0.12744433, -0.05923226, -0.2884256, 0.32588682, -0.04067005, 0.30304363, 0.12649974, 0.452034, -0.071935534
-0.376159, -0.32904518, 0.53404915, 0.556535, -0.25727454, 0.015798159, 0.150483, 0.10927993, 0.40687406, 0.2988401, 0.15869722, 0.55549717, -0.3119902, 0.17636605, -0.42107758, 0.060105268, -0.2751104, 0.065690525
0.08585095, 0.015191748, 0.51447713, 0.3518191, 0.046080925, 0.004945792, 0.07489854, 0.058003932, 0.35289755, 0.22120929, 0.15985359, 0.37816253, 0.07145304, -0.012442905, 0.23414372, -0.10087741, 0.19218612, 0.008767668
0.22464016, 0.12483385, 0.19542563, 0.024301816, -0.13340135, 0.25621906, 0.14840154, 0.16092138, 0.4080052, 0.23115538, 0.235953, 0.29272637, 0.054791942, 0.24492995, -0.105620496, 0.16420287, -0.20086956, 0.15110022
-0.43773317, -0.36890772, 0.4628251, 0.42614666, -0.37721992, -0.24957949, -0.19100223, -0.27036923, 0.47052854, 0.28099757, -0.31469545, 0.5006996, -0.45186707, -0.18085656, -0.41541067, -0.21262491, -0.46861488, -0.31760368
0.29993305, 0.41460532, -0.45024073, -0.3883227, -0.081505984, 0.14880069, 0.31102282, 0.50851107, 0.4286829, 0.36352238, 0.51592255, 0.41768527, 0.109308854, 0.45443332, -0.10917463, 0.4891705, -0.24654526, 0.38003576
0.15147991, 0.01402718, 0.35493428, 0.522586, 0.0096069565, 0.15748109, 0.09656753, 0.08929498, 0.4651787, 0.24462155, 0.19120823, 0.3576976, -0.014775446, 0.21720576, 0.04583458, 0.08158478, 0.11949693, 0.04334505
0.16000861, 0.3129652, -0.38687268, -0.3305331, 0.10066972, 0.25427723, 0.31700236, 0.4110261, 0.40308943, 0.3120875, 0.39457616, 0.25819343, 0.32285723, 0.37612563, -0.15495816, 0.28556415, -0.20506021, 0.27596524
0.11197223, 0.088551216, 0.39926168, 0.34052742, 0.19470924, 0.040899616, 0.030813528, 0.13674898, 0.3567266, 0.2950052, 0.0954678, 0.35662082, 0.20104216, 0.13308796, 0.2754139, 0.048622157, 0.16230522, 0.094907925
0.40376782, 0.4432453, 0.31611374, 0.24836881, 0.44453967, 0.106946744, -0.018904904, -0.22598045, -0.3853266, -0.29025748, -0.07070414, -0.18906786, 0.42353985, -0.04905018, 0.34808227, 0.040857468, 0.37939292, -0.19035155
0.20573677, 0.3176877, 0.46644232, 0.3967005, 0.2991392, -0.09296493, -0.02683882, -0.1461893, -0.08134323, -0.123611644, -0.21609074, -0.15229167, 0.29468182, -0.035465065, 0.32011387, -0.05720865, 0.39574137, -0.18389386
0.26212087, 0.09922454, 0.220849, 0.26768324, -0.009175058, 0.29911688, 0.17036507, 0.15783237, 0.43464512, 0.18084769, 0.32115144, 0.43690866, 0.08707363, 0.33570972, -0.1452632, 0.29259115, -0.13138428, 0.21101137
0.21766117, 0.23718031, 0.43561018, 0.32581788, 0.43697047, 0.08089359, 0.08091033, 0.16116036, 0.23670441, 0.13825463, 0.25804517, 0.27129588, 0.37450352, 0.034473762, 0.3151726, 0.069812596, 0.30125314, 0.17634927
0.116238356, 0.20504418, 0.19770902, -0.19233492, -0.10765386, 0.2674413, 0.37848562, 0.29373464, 0.30712262, 0.24990368, 0.29753703, 0.45445466, 0.13527589, 0.33084303, -0.29759946, 0.36271414, -0.34058812, 0.4399058
0.21153823, 0.34598804, 0.24541508, -0.061540056, -0.05887928, 0.33483052, 0.39188275, 0.34393927, 0.35353804, 0.40815985, 0.2595381, 0.42415452, 0.19039196, 0.3591762, -0.14271772, 0.39710832, -0.12005428, 0.4621757
0.2885478, 0.41971254, 0.5167596, 0.46324307, 0.36270434, 0.028198794, -0.0276233, -0.26519156, -0.40417665, -0.20543799, -0.01797728, -0.24816029, 0.45002025, -0.07720269, 0.3102108, 0.1538209, 0.49046427, -0.13460843
-0.25246197, -0.33243272, 0.4113991, 0.50625426, -0.15337597, -0.21685879, -0.19359164, -0.22886796, 0.33007088, 0.1720199, -0.16238178, 0.3382011, -0.36000574, -0.25114653, -0.20716971, -0.20183796, -0.26700854, -0.26839015
-0.021168472, -0.012901184, 0.5260681, 0.33544716, -0.07504711, 0.23029552, 0.08175289, 0.10893862, 0.38343802, 0.33070454, 0.11808093, 0.48749816, -0.20274265, 0.17646155, -0.21118245, 0.09225815, -0.17694928, 0.12357669
0.09955606, 0.112438485, 0.1678363, 0.080482334, 0.14137588, 0.22883046, 0.12718543, 0.17098403, 0.30118954, 0.30740008, 0.119550206, 0.30720448, 0.056739215, 0.20800094, 0.14511807, 0.235452, -0.033240806, 0.14246784
