0.7579167, 0.9366205, -1.0090231
0.7828346, 1.0217696, -0.75969136
-0.8154551, 0.16244075, 1.1567742
-1.1044643, 0.36528847, 0.7424926
-0.54971486, 0.9363912, -1.0632129
0.65649503, -0.54954535, -0.66892785
0.30878904, -0.9381629, -0.9488146
0.7495417, -0.707781, -0.51830244
0.40373445, -0.88318837, 0.65076596
0.81169844, -1.0042897, 0.37210122
0.8485579, -0.4469304, -0.5616686
0.09047271, -1.1410731, 0.37149823
0.49857736, 0.9871631, -0.81478816
1.076114, -0.12633924, -0.15536001
-0.6447635, 1.0595416, -0.9052363
0.87495726, -0.5007354, -0.8606716
-0.6738954, 1.0011489, -0.74409163
0.78171194, -0.551189, -0.5995115
