0.2960569, 0.191743, 0.4069547, -0.40999702, 0.17341153, -0.2354344, -0.09218237
0.34474945, -0.02777437, -0.025303692, 0.3277524, -0.13114008, 0.29530215, 0.34634674
0.295645, -0.38362485, 0.19617312, -0.22858359, 0.29226637, -0.101729244, 0.33944967
-0.20860763, -0.20561032, 0.3245896, -0.28532937, 0.15327822, -0.2539745, 0.31021902
-0.17726478, -0.22481316, -0.10329705, -0.36666262, 0.23994672, -0.2805324, 0.318678
0.28802258, -0.2505326, -0.10907339, 0.23606427, 0.24163115, 0.312685, -0.3579674
0.017281186, -0.14459404, 0.39572796, 0.30731693, 0.39999393, 0.36564964, -0.21676482
0.05282896, 0.33757865, 0.39901945, 0.05307917, 0.017942388, 0.3411323, 0.0030180276
0.3310591, 0.0077723837, 0.36699408, -0.037276376, 0.29825914, -0.16575174, -0.15504804
0.15400228, -0.33415386, 0.15248024, 0.23147066, 0.15377444, -0.25165147, -0.39421836
-0.3203176, -0.3634309, 0.4012261, 0.3631559, 0.08249854, -0.08553857, 0.0859035
-0.13422838, -0.34886312, 0.2463377, 0.042872623, 0.1712142, -0.18980442, 0.27719608
-0.120136306, -0.28345832, 0.33077487, -0.22450882, -0.35534218, 0.18446405, -0.13281016
-0.23735698, 0.35081828, 0.3465097, 0.13894837, -0.33888984, 0.017062092, -0.35915935
-0.35404482, -0.18992619, -0.17940344, 0.08732022, -0.35654953, 0.31213662, 0.31826907
-0.22293085, 0.2587542, -0.21847942, -0.09594979, 0.24430639, 0.25875705, -0.16280775
-0.36137316, -0.350944, -0.2197154, 0.15337081, 0.10569563, 0.3153529, -0.24824043
0.21119632, -0.21009184, -0.10218527, 0.3710017, -0.23629759, -0.057221506, 0.22858083
0.3075969, -0.07904966, 0.4086784, -0.16735302, 0.2281928, 0.2588602, -0.30295408
-0.33082575, 0.31994635, 0.07839507, 0.37202662, -0.30011174, -0.3789205, -0.22737879
-0.22949253, -0.17058782, -0.18487352, 0.10058703, -0.25456402, 0.16963193, 0.19001544
0.17239983, 0.17842333, -0.1662195, 0.26249525, 0.26790535, -0.29692623, 0.24972607
0.13916196, -0.24846905, -0.25347862, 0.04405154, 0.192629, -0.4054385, 0.025023026
0.40784964, 0.067357235, -0.3431229, -0.33934262, 0.25691408, -0.31669044, 0.09732441
-0.26306126, 0.15679592, -0.2472198, 0.15409887, 0.2808166, -0.24795842, 0.29469484
-0.20881127, -0.28957304, 0.17803279, 0.17945048, -0.11281478, 0.39952397, -0.090559825
-0.10266809, 0.24629171, 0.2010217, 0.117170736, -0.3710379, -0.19852947, -0.36122826
-0.4090387, -0.34027785, 0.04187833, -0.27498543, 0.30730048, 0.1402236, 0.1556283
0.21439599, 0.08522677, 0.16670509, -0.24968679, -0.34381956, -0.28842872, -0.20079345
0.06463874, 0.3238182, -0.14193933, 0.23577033, 0.34979603, -0.36709937, -0.38046703
0.23028536, 0.10921009, -0.37613973, -0.13296707, -0.28648615, 0.34895095, 0.25053707
-0.14380802, -0.3359448, 0.17984553, 0.09347984, -0.25835222, -0.15422258, 0.35084087
0.41747725, -0.06693186, 0.3064812, 0.35645097, -0.38277745, 0.36734596, -0.07593657
0.36204565, -0.30260825, -0.18644339, -0.38729382, -0.40767774, -0.05258065, 0.35709062
-0.31915995, 0.23033549, -0.26392713, -0.3217345, 0.22833899, 0.21036117, -0.29802
0.26809505, 0.06271832, -0.34397927, -0.22457422, 0.10583717, -0.2807593, -0.28646445
0.195183, -0.22538874, -0.28558666, 0.166573, 0.20436047, 0.17896456, -0.37253255
-0.2505514, -0.24573186, -0.14490773, -0.054496616, 0.19138822, 0.3750649, 0.36978215
-0.19049221, 0.24494125, -0.25901762, 0.25757045, 0.18772583, 0.24715793, -0.32740575
-0.31937382, 0.27687445, -0.3927649, 0.09210179, 0.13725244, -0.15653268, -0.29365018
-0.23844956, 0.121709, -0.38640887, -0.32674032, -0.31657302, 0.17530915, 0.13422924
0.28627604, -0.16794078, 0.3061469, -0.15882568, -0.32939687, 0.11734187, -0.113823876
0.18937235, 0.23281139, -0.37530223, -0.3168925, 0.22230282, 0.15082496, -0.26490653
0.3568627, -0.13696945, 0.3580966, -0.23803705, -0.4067409, -0.35281435, 0.1711901
0.20374972, -0.33449194, -0.17962489, -0.060774542, 0.22474135, 0.29554704, 0.37542212
-0.13157336, -0.19216211, -0.13335367, 0.104069695, 0.39100504, -0.36661607, 0.32798797
0.22590579, -0.31997147, 0.28048444, 0.24872321, -0.35537028, -0.10780696, -0.19166327
-0.2741216, 0.09722522, 0.16206948, -0.23593473, 0.2752628, -0.22515842, 0.18636163
0.3387716, -0.30998322, -0.21783152, 0.077540845, -0.17260627, -0.19149327, 0.39205024
-0.13759309, 0.28020176, 0.22882482, 0.35863623, -0.13569984, -0.363509, -0.39088693
-0.36210445, -0.10744697, -0.11680064, 0.36066842, 0.25312647, 0.35419822, -0.22422847
0.36170715, 0.17568937, -0.11097745, -0.27258408, 0.3162221, -0.38527983, 0.23987278
0.12086063, 0.28657797, -0.24985425, -0.2852557, 0.16155672, -0.23983222, -0.26475072
-0.26300156, 0.08028503, 0.18006818, -0.3696861, -0.3684286, 0.006667185, 0.060151637
0.35666004, -0.3582764, 0.13431202, 0.11651614, -0.22664107, -0.3509912, 0.08352614
0.32831475, -0.3920235, -0.23970115, -0.22139162, -0.23288082, 0.011335217, -0.3139834
-0.38104233, 0.26183173, -0.31377047, 0.3735263, -0.3518004, -0.3356716, 0.3602611
0.36663476, 0.31015947, -0.061494485, 0.32147956, -0.3888144, 0.17277807, -0.35463062
-0.08026763, 0.2316078, 0.16315079, -0.23213726, -0.21310236, -0.17790484, 0.3693201
-0.120249525, -0.3268601, -0.23495793, 0.3473638, -0.10496733, 0.4023368, 0.12467392
-0.11839042, -0.15850623, 0.30773193, -0.22567654, -0.16602865, 0.36535484, -0.0770384
-0.19532034, -0.2714583, 0.2376957, 0.3250565, -0.31827596, 0.26770443, 0.16242741
-0.0899163, 0.3779985, 0.2763928, -0.27671987, -0.060790244, 0.2702958, 0.30773127
0.31274757, -0.37198314, -0.11986669, -0.31666943, 0.22980823, 0.12833814, 0.12381607
