-0.5831083, 0.7484385, -0.42685214, -0.42443317, 0.68655723, -0.7986753
-0.3887445, -0.35747263, -0.5580533, 0.62701225, -0.50491655, 0.7408778
0.7784341, 0.74869764, -0.8313478, 0.5993246, -0.65551126, -0.61060244
-0.740222, 0.8227303, 0.5342512, -0.45903754, -0.25281546, 0.5914925
-0.6120384, 0.8174478, 0.5475604, -0.62080884, -0.31659606, 0.47036737
-0.6547028, -0.36826783, -0.7818411, 0.6029341, -0.8023204, 0.81823415
-0.38706985, -0.34457284, 0.4975315, 0.60919374, 0.61322343, -0.81332314
0.43581733, -0.7382717, 0.49718612, -0.6144859, 0.8091133, 0.3666699
0.6058493, 0.57341945, 0.5941404, -0.2604549, -0.34105885, -0.41740334
0.72211736, -0.6484412, 0.26381183, 0.5811415, -0.67216206, -0.7567395
0.79870504, -0.32470065, -0.60977787, -0.240367, 0.6850278, -0.37446424
0.7263039, -0.24184416, -0.66705763, -0.08603401, 0.67252207, 0.7344993
-0.6953927, 0.8782144, 0.5305085, 0.7061283, -0.3064116, -0.56130815
0.575826, 0.72375345, 0.6221326, -0.4865886, -0.69042206, -0.5531044
0.6757756, 0.6676626, -0.38353354, -0.49890715, 0.74361193, -0.5658743
-0.8080315, -0.5993205, 0.8064928, -0.7600328, -0.43571523, 0.64441556
0.28819177, 0.45330834, -0.7842768, -0.46617013, -0.7985305, 0.6781162
0.69274944, -0.5940323, 0.7066768, -0.40392402, -0.39712918, 0.50160795
-0.4903096, -0.5312948, -0.8772115, 0.75006235, -0.5658113, 0.6744483
-0.7646809, -0.02920378, -0.62365675, 0.7275815, 0.72425216, -0.44271633
-0.45200795, -0.62754744, 0.4589704, 0.4211136, 0.46428618, -0.7936066
